SPCD,COMMON_NAME,GENUS,SPECIES,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,C_SPGRPCD,P_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,SFTWD_HRDWD,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,CORE,EAST,WEST,CARIBBEAN,PACIFIC,WOODLAND,MANUAL_START,MANUAL_END,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,CWD_DECAY_RATIO1,CWD_DECAY_RATIO2,CWD_DECAY_RATIO3,CWD_DECAY_RATIO4,CWD_DECAY_RATIO5,DWM_CARBON_RATIO,STANDING_DEAD_DECAY_RATIO1,STANDING_DEAD_DECAY_RATIO2,STANDING_DEAD_DECAY_RATIO3,STANDING_DEAD_DECAY_RATIO4,STANDING_DEAD_DECAY_RATIO5,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,DRYWT_TO_GREENWT_CONVERSION
7911.0,leathery colicwood,Myrsine,coriacea,,,MYCO2,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 13:56:28,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
7912.0,Myrsine cubana,Myrsine,cubana,,,MYCU2,54,54,54,,3,37,221,,,,,X,,H,,,,,,N,,,C,,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 00:00:00,10854,FS_NIMS_NRS,2021-10-21 00:00:00,67572,2.0
7913.0,summit colicwood,Myrsine,degeneri,,,MYDE2,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.75,,0.75,,,,,,0.75,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:45,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
7914.0,mountain colicwood,Myrsine,emarginata,,,MYEM,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.75,,0.75,,,,,,0.75,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:45,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
7915.0,streambank colicwood,Myrsine,fernseei,,,MYFE,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.75,,0.75,,,,,,0.75,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:45,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
7916.0,Koolau Range colicwood,Myrsine,fosbergii,,,MYFO,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.75,,0.75,,,,,,0.75,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:45,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
7918.0,Wahiawa Bog colicwood,Myrsine,helleri,,,MYHE3,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.75,,0.75,,,,,,0.75,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:45,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
7919.0,Kauai colicwood,Myrsine,kauaiensis,,,MYKA,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.75,,0.75,,,,,,0.75,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:45,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
7920.0,Kokee colicwood,Myrsine,knudsenii,,,MYKN,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.75,,0.75,,,,,,0.75,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:45,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
7921.0,Lanai colicwood,Myrsine,lanaiensis,,,MYLA3,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.53,26,0.53,26,80.49,26,75.13,26,0.53,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,2012-10-29 00:00:00,440,FS_NIMS_PNWRS,2022-07-07 00:00:00,67572,1.76
7922.0,kolea lau nui,Myrsine,lessertiana,,,MYLE2,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.53,26,0.53,26,80.49,26,75.13,26,0.53,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,2012-10-29 00:00:00,440,FS_NIMS_PNWRS,2022-07-07 00:00:00,67572,1.76
7923.0,Hanapepe River colicwood,Myrsine,mezii,,,MYME2,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.75,,0.75,,,,,,0.75,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:45,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
7924.0,swamp colicwood,Myrsine,petiolata,,,MYPE3,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.75,,0.75,,,,,,0.75,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:45,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
7925.0,Molokai colicwood,Myrsine,pukooensis,,,MYPU2,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.75,26,0.75,26,80.49,26,75.13,26,0.75,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,2012-10-29 00:00:00,440,FS_NIMS_PNWRS,2022-07-07 00:00:00,67572,1.76
7926.0,kokea lau lii,Myrsine,sandwicensis,,,MYSA2,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.53,26,0.53,26,80.49,26,75.13,26,0.53,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,2012-10-29 00:00:00,440,FS_NIMS_PNWRS,2022-07-07 00:00:00,67572,1.76
7927.0,colicwood,Myrsine,spp.,,,MYRSI,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.53,26,0.53,26,80.49,26,75.13,26,0.53,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,2012-10-29 00:00:00,440,FS_NIMS_PNWRS,2022-07-07 00:00:00,67572,1.76
7928.0,Mt. Kahili colicwood,Myrsine,wawraea,,,MYWA,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.75,,0.75,,,,,,0.75,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:45,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
7929.0,Myrsine palauensis,Myrsine,palauensis,,,MYPA7,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.79,26,0.79,26,80.49,26,75.13,26,0.79,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_NRS,2014-08-15 00:00:00,440,FS_NIMS_PNWRS,2022-07-07 00:00:00,67572,1.76
7932.0,Nectandra coriacea,Nectandra,coriacea,,,NECO,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 13:56:28,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
540.0,ash spp.,Fraxinus,spp.,,,FRAXI,36,47,54,,3,33,221,X,X,X,,X,,H,,,,,,N,E,W,C,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93622,0.51,23,0.46,23,86.0,23,61.0,23,0.55,23,16.0,35,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.899,0.622,0.575,0.525,0.525,NIMS_2_1,2005-02-24 09:40:18,333,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.6415284441398217
541.0,white ash,Fraxinus,americana,,,FRAM2,36,47,,54,4,33,103,X,X,X,,X,X,H,X,X,,,,Y,E,,,P,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93622,0.55,1,0.5,5,89.1,22,45.69091,1,0.6,1,16.0,21,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.899,0.562,0.604,0.525,0.525,NIMS_2_1,2005-02-24 09:40:18,333,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.512031753968254
542.0,Oregon ash,Fraxinus,latifolia,,,FRLA,43,47,,,4,33,135,,,X,,,,H,,,,,,Y,,W,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.5,1,0.5,6,89.1,22,60.26,22,0.55,1,16.0,21,0.12766,0.91979,0.12152,0.864,0.576,0.542,0.37,0.182,0.491,0.899,0.622,0.575,0.525,0.525,NIMS_2_1,2005-02-24 09:40:18,333,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.6423793103448276
543.0,black ash,Fraxinus,nigra,,,FRNI,36,47,,,3,33,104,X,X,,,X,X,H,X,X,,,,Y,E,,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93622,0.45,1,0.43,3,90.06977,22,85.17778,5,0.49,1,16.0,21,0.12766,0.91979,0.12152,0.864,0.576,0.542,0.37,0.182,0.491,0.899,0.622,0.575,0.525,0.525,NIMS_2_1,2005-02-24 09:40:18,333,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.8582652501156516
544.0,green ash,Fraxinus,pennsylvanica,,,FRPE,36,47,,,4,36,105,X,X,,X,X,X,H,X,X,,X,,Y,E,,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93622,0.53,1,0.48,5,70.27083,13,57.22642,16,0.56,1,16.0,33,0.12766,0.91979,0.12152,0.864,0.576,0.542,0.37,0.182,0.491,0.899,0.622,0.575,0.525,0.525,NIMS_2_1,2005-02-24 09:40:18,333,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.5887739344759393
545.0,pumpkin ash,Fraxinus,profunda,,,FRPR,36,47,,,3,33,221,X,X,,,X,,H,,,,,,Y,E,,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93622,0.48,11,0.45,22,88.75556,22,66.9375,22,0.52,11,16.0,21,0.12766,0.91979,0.12152,0.864,0.576,0.542,0.37,0.182,0.491,0.899,0.622,0.575,0.525,0.525,NIMS_2_1,2005-02-24 09:40:18,333,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.6978333391304348
546.0,blue ash,Fraxinus,quadrangulata,,,FRQU,36,47,,,4,33,221,X,X,,,X,,H,,,,,,Y,E,,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93622,0.53,1,0.39,6,89.02564,22,51.18868,22,0.58,1,16.0,21,0.12766,0.91979,0.12152,0.864,0.576,0.542,0.37,0.182,0.491,0.899,0.622,0.575,0.525,0.525,NIMS_2_1,2005-02-24 09:40:18,333,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.551742071843349
547.0,velvet ash,Fraxinus,velutina,,,FRVE2,43,47,,,4,33,221,,,X,X,X,,H,,,,X,,Y,,W,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.51,24,0.46,24,86.0,24,61.0,24,0.55,24,16.0,24,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.899,0.622,0.575,0.525,0.525,NIMS_2_1,2005-02-24 09:40:18,333,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.6415284441398217
548.0,Carolina ash,Fraxinus,caroliniana,,,FRCA3,36,47,,,4,33,221,,,,,X,,H,,,,,,Y,E,,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93622,0.51,24,0.46,24,86.0,24,61.0,24,0.55,24,16.0,24,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.899,0.622,0.575,0.525,0.525,NIMS_2_1,2005-02-24 09:40:18,333,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.6415284441398217
549.0,Texas ash,Fraxinus,texensis,,,FRTE,36,47,,,3,29,221,,,,,X,,H,,,,,,Y,E,,,,,2.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93622,0.51,24,0.46,24,86.0,24,61.0,24,0.55,24,16.0,24,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.899,0.622,0.575,0.525,0.525,NIMS_2_1,2005-02-24 09:40:21,333,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.6415284441398217
550.0,honeylocust spp.,Gleditsia,spp.,,,GLEDI,42,47,,,4,37,221,X,X,X,,X,,H,,,,,,N,E,,,,,2.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.6,25,0.5,25,89.0,25,60.0,25,0.65,25,15.0,25,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.982,0.793,0.618,0.525,0.525,NIMS_2_1,2005-02-24 09:40:21,333,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.6322222222222222
6670.0,seagrape,Coccoloba,uvifera,,,COUV,54,54,54,54,3,37,227,,,X,,X,,H,,,,,,N,,,C,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 00:00:00,10854,FS_NIMS_NRS,2021-10-21 00:00:00,67572,2.0
6671.0,false chiggergrape,Coccoloba,venosa,,,COVE,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 13:56:28,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
6673.0,Coccothrinax barbadensis,Coccothrinax,barbadensis,,,COBA3,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 13:56:28,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
6679.0,silk cottontree,Cochlospermum,vitifolium,,,COVI,53,53,53,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 13:56:28,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
6681.0,coconut palm,Cocos,spp.,,,COCOS,53,53,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:34,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
6683.0,garden croton,Codiaeum,variegatum,,,COVA3,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 13:56:28,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
6684.0,Arabian coffee,Coffea,arabica,,,COAR2,54,54,54,54,3,37,227,,,X,,X,,H,,,,,,N,,,C,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 00:00:00,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
6685.0,robusta coffee,Coffea,robusta,,,CORO8,54,54,,54,3,37,227,,,X,,,,H,,,,,,N,,,,P,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,SVC_NIMS_MAESTRO,2015-11-04 00:00:00,440,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
6686.0,Coffea liberica,Coffea,liberica,,,COLI8,54,54,54,54,3,37,227,,,X,,X,,H,,,,,,N,,,C,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 13:56:28,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
6687.0,coffee,Coffea,spp.,,,COFFE,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.61992,26,0.61992,26,80.49,26,75.13,26,0.61992,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,2012-10-29 00:00:00,440,FS_NIMS_PNWRS,2022-07-07 00:00:00,67572,1.76
6688.0,Cojoba arborea,Cojoba,arborea,,,COAR9,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 13:56:28,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
6689.0,abata cola,Cola,acuminata,,,COAC4,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 13:56:28,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
6691.0,"uab, chuchab",Colona,scabra,,,COSC13,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.34,26,0.34,26,80.49,26,75.13,26,0.34,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,2012-10-29 00:00:00,440,FS_NIMS_PNWRS,2022-07-07 00:00:00,67572,1.76
6693.0,"greenheart, common snakebark",Colubrina,arborescens,,,COAR3,54,54,54,54,3,37,227,,,X,,X,,H,,,,,,N,,,C,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 13:56:28,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
6694.0,Asian nakedwood,Colubrina,asiatica,,,COAS3,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.7,,0.7,,,,,,0.7,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:34,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
6696.0,cherry laurel,Prunus,laurocerasus,,,PRLA5,55,55,,,3,37,146,X,X,X,,X,,H,,,,,,N,X,,,,,6.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84477,0.48,25,0.61,25,,,,,0.51,25,10.24,25,0.12766,0.91979,0.12152,,,,,,,1.03065,1.00835,0.70394,0.52747,0.52747,FS_NIMS_NRS,2014-05-01 00:00:00,440,FS_NIMS_PNWRS,2022-03-16 00:00:00,67572,1.76
6697.0,kauila,Colubrina,oppositifolia,,,COOP,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.7,26,0.7,26,80.49,26,75.13,26,0.7,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,2012-10-29 00:00:00,440,FS_NIMS_PNWRS,2022-07-07 00:00:00,67572,1.76
6699.0,nakedwood,Colubrina,spp.,,,COLUB,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.7,,0.7,,,,,,0.7,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:34,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
6700.0,Urban's nakedwood,Colubrina,verrucosa,,,COVE6,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 13:56:28,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
